Ite,EvalCount,BestEval,Param,MeanEval,m0,m1,eigval0,eigval1,logDetC,m,sigma,C
27,162,1.279425e-05,[[ 1.97407802 -0.79162015]],3.737012e-04,3.753033e-01,-2.702115e+00,5.395610e-02,5.941066e-02,-5.742866e+00,[ 0.37530329 -2.70211506],1.183419e-01,"[[0.05634632 0.00270637]
 [0.00270637 0.05702044]]"
28,168,1.279425e-05,[[ 1.97407802 -0.79162015]],2.394406e-04,3.949880e-01,-2.683816e+00,4.259048e-02,5.538518e-02,-6.049568e+00,[ 0.39498805 -2.68381629],9.995441e-02,"[[0.04881508 0.00639502]
 [0.00639502 0.04916058]]"
29,174,1.279425e-05,[[ 1.97407802 -0.79162015]],4.749141e-06,3.949337e-01,-2.697161e+00,3.616439e-02,4.536867e-02,-6.412614e+00,[ 0.39493369 -2.69716074],8.340380e-02,"[[0.03895813 0.00423195]
 [0.00423195 0.04257494]]"
30,180,3.677830e-08,[[ 1.97407802 -0.79162015]],2.046965e-05,3.899042e-01,-2.699443e+00,2.869111e-02,3.772857e-02,-6.828506e+00,[ 0.3899042  -2.69944266],6.856106e-02,"[[0.03151092 0.0041872 ]
 [0.0041872  0.03490876]]"
31,186,3.677830e-08,[[ 1.97407802 -0.79162015]],6.698324e-07,3.936195e-01,-2.699421e+00,2.322039e-02,2.979057e-02,-7.276288e+00,[ 0.39361948 -2.69942127],5.472531e-02,"[[0.02536859 0.0030821 ]
 [0.0030821  0.02764237]]"
32,192,3.677830e-08,[[ 1.97407802 -0.79162015]],1.092945e-05,3.974204e-01,-2.697880e+00,1.928266e-02,2.511080e-02,-7.633006e+00,[ 0.39742043 -2.69787974],4.705846e-02,"[[0.02213878 0.00291349]
 [0.00291349 0.02225468]]"
33,198,3.677830e-08,[[ 1.97407802 -0.79162015]],7.987345e-06,3.950551e-01,-2.696525e+00,1.603931e-02,1.986607e-02,-8.051455e+00,[ 0.39505505 -2.69652473],3.708485e-02,"[[0.01782377 0.00190903]
 [0.00190903 0.01808161]]"
34,204,3.677830e-08,[[ 1.97407802 -0.79162015]],4.297686e-06,3.964944e-01,-2.699146e+00,1.406961e-02,1.613176e-02,-8.390704e+00,[ 0.3964944  -2.69914647],3.156378e-02,"[[0.01461477 0.0009094 ]
 [0.0009094  0.01558659]]"
35,210,3.677830e-08,[[ 1.97407802 -0.79162015]],5.919911e-06,3.968216e-01,-2.699703e+00,1.164461e-02,1.318776e-02,-8.781378e+00,[ 0.39682156 -2.69970346],2.643305e-02,"[[0.01173383 0.00036016]
 [0.00036016 0.01309854]]"
36,216,3.677830e-08,[[ 1.97407802 -0.79162015]],6.959487e-06,3.970598e-01,-2.699136e+00,9.356091e-03,1.052309e-02,-9.225911e+00,[ 0.39705976 -2.6991359 ],2.070429e-02,"[[0.0094857  0.00036668]
 [0.00036668 0.01039349]]"
37,222,3.677830e-08,[[ 1.97407802 -0.79162015]],8.601640e-06,3.973570e-01,-2.699372e+00,7.542212e-03,8.925078e-03,-9.606130e+00,[ 0.39735701 -2.69937247],1.659337e-02,"[[0.00763749 0.00035026]
 [0.00035026 0.0088298 ]]"
38,228,3.677830e-08,[[ 1.97407802 -0.79162015]],7.038064e-06,3.969875e-01,-2.699969e+00,5.987393e-03,7.776425e-03,-9.974758e+00,[ 0.39698751 -2.69996895],1.392870e-02,"[[0.00611966 0.00046812]
 [0.00046812 0.00764416]]"
39,234,3.677830e-08,[[ 1.97407802 -0.79162015]],4.093673e-06,3.957474e-01,-2.700812e+00,5.189990e-03,1.034122e-02,-9.832641e+00,[ 0.39574736 -2.70081182],1.574355e-02,"[[0.00776035 0.00257561]
 [0.00257561 0.00777086]]"
40,240,2.554473e-08,[[ 1.97407802 -0.79162015]],7.448653e-07,3.950478e-01,-2.699878e+00,5.907918e-03,8.783471e-03,-9.866346e+00,[ 0.39504782 -2.69987804],1.702963e-02,"[[0.00802234 0.0012686 ]
 [0.0012686  0.00666905]]"
41,246,2.554473e-08,[[ 1.97407802 -0.79162015]],1.346395e-07,3.945184e-01,-2.699635e+00,5.359852e-03,7.561484e-03,-1.011351e+01,[ 0.39451844 -2.69963493],1.746504e-02,"[[0.00741126 0.00055513]
 [0.00055513 0.00551008]]"
42,252,2.554473e-08,[[ 1.97407802 -0.79162015]],1.924952e-07,3.948260e-01,-2.699101e+00,4.811230e-03,6.022726e-03,-1.044902e+01,[ 0.39482602 -2.69910057],1.589555e-02,"[[0.00586843 0.00040389]
 [0.00040389 0.00496553]]"
43,258,2.554473e-08,[[ 1.97407802 -0.79162015]],4.348824e-07,3.937693e-01,-2.699344e+00,3.871790e-03,6.224310e-03,-1.063333e+01,[ 0.39376931 -2.69934436],1.609354e-02,"[[0.00615599 0.00039503]
 [0.00039503 0.00394011]]"
44,264,2.554473e-08,[[ 1.97407802 -0.79162015]],5.028125e-08,3.944202e-01,-2.699504e+00,3.159111e-03,5.074540e-03,-1.104098e+01,[ 0.39442016 -2.6995041 ],1.226439e-02,"[[0.00505268 0.00020345]
 [0.00020345 0.00318097]]"
45,270,2.554473e-08,[[ 1.97407802 -0.79162015]],6.581061e-08,3.941704e-01,-2.699254e+00,2.709751e-03,4.153158e-03,-1.139478e+01,[ 0.39417036 -2.69925438],1.031416e-02,"[[0.00414588 0.00010225]
 [0.00010225 0.00271703]]"
46,276,2.554473e-08,[[ 1.97407802 -0.79162015]],5.192074e-09,3.944735e-01,-2.699226e+00,2.163462e-03,3.486012e-03,-1.179504e+01,[ 0.39447353 -2.69922612],8.381728e-03,"[[0.00347119 0.00013924]
 [0.00013924 0.00217829]]"
47,282,3.489460e-09,[[ 1.97407802 -0.79162015]],2.618905e-08,3.945028e-01,-2.699138e+00,1.760542e-03,2.803400e-03,-1.221906e+01,[ 0.39450278 -2.69913769],6.921040e-03,"[[0.00278044 0.00015303]
 [0.00015303 0.0017835 ]]"
